,station,start_date,end_date,tree_size,nmbr_trees,shingle_size,cod_threshold,mcc,calc_nmbr,phase,r_time,a_type,accuracy
511,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,100,3,590,0.0,72251196,2,185.34399635394414,SeasDif,0.9991000449977501
512,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,100,5,590,0.0,12226559,2,189.20005630254747,SeasDif,0.9993500324983751
513,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,5000,150,1,590,0.0,91222700,2,123.65551528135937,SeasDif,0.999750012499375
514,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,5000,150,3,590,0.0,69608458,2,130.08766045570374,SeasDif,0.9996500174991251
515,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,5000,150,5,590,0.0,70747168,2,132.96750648021697,SeasDif,0.99990000499975
516,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,100,1,590,0.0,62298415,2,325.0136232614517,SeasDif,0.999550022498875
517,NW000000000000000000000NBSNST0888,2017-05-01 00:00:00,,20000,150,5,100,0.477897780616639,38504034,1,696.5542155742645,phase_dif,0.9818509074546272
518,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,100,3,590,0.0,59104520,2,338.9807319800059,SeasDif,0.9989000549972501
519,NW000000000000000000000NBSNST0888,2017-05-01 00:00:00,,20000,150,3,100,0.5128940534955789,15182050,1,767.0069510579109,phase_dif,0.983550822458877
520,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,100,5,590,0.0,10312303,2,346.0835789163908,SeasDif,0.9988000599970002
521,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,150,1,590,0.0,22859626,2,255.32060596545537,SeasDif,0.9993500324983751
522,NW000000000000000000000NBSNST0888,2017-05-01 00:00:00,,15000,200,3,70,0.4647020296852269,59320984,1,683.182556382815,phase_dif,0.9779511024448777
523,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,150,3,590,0.0,62564914,2,255.73772689501442,SeasDif,0.9988500574971252
524,NW000000000000000000000NBSNST0888,2017-05-01 00:00:00,,15000,200,5,130,0.4684705431222312,48442173,1,701.2148165067036,phase_dif,0.9878506074696265
525,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,150,5,590,0.0,81425900,2,266.23499265114464,SeasDif,0.9990500474976252
526,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,100,1,590,0.0,10863231,2,502.4796641548474,SeasDif,0.9994000299985001
527,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,5000,200,1,590,0.0,9139653,2,161.32743149995804,SeasDif,0.9998000099995
528,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,100,3,590,0.0,48229914,2,512.3712519367534,SeasDif,0.9989500524973751
529,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,100,5,590,0.0,5199526,2,524.2121420860291,SeasDif,0.9984500774961252
530,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,5000,200,3,590,0.0,62322399,2,176.51217883030574,SeasDif,0.9996500174991251
531,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,5000,200,5,590,0.0,93062887,2,190.3950200835864,SeasDif,0.999850007499625
532,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,150,1,590,0.0,44736272,2,492.18833483457564,SeasDif,0.999550022498875
533,NW000000000000000000000NBSNST0888,2017-05-01 00:00:00,,20000,200,3,100,0.4981078316683961,97645414,1,983.8187527855237,phase_dif,0.9829508524573771
534,NW000000000000000000000NBSNST0888,2017-05-01 00:00:00,,20000,200,5,110,0.4942832054966306,53181528,1,1002.1585058689118,phase_dif,0.9817509124543773
535,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,150,3,590,0.0,80672814,2,498.2799739519755,SeasDif,0.9990000499975001
536,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,200,1,590,0.0,47887464,2,336.92002735535306,SeasDif,0.99950002499875
537,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,150,5,590,0.0,81343653,2,506.1223333358765,SeasDif,0.9985500724963752
538,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,100,1,140,0.08362180118726703,75988109,3,77.38818887472152,StationDif,0.9932503374831259
539,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,200,3,590,0.0,1270227,2,381.1798686623573,SeasDif,0.9992000399980001
540,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,100,3,80,0.038891877365331694,32374095,3,88.98053249120713,StationDif,0.968051597420129
541,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,100,5,120,0.047201887920237086,10668552,3,90.60780742565792,StationDif,0.9795010249487526
542,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,10000,200,5,590,0.0,14962760,2,387.1486977179845,SeasDif,0.9990000499975001
543,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,100,1,150,0.08577748992467532,24222865,3,160.02295018434523,StationDif,0.9933003349832509
544,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,150,1,590,0.0,84546090,2,655.2310877601304,SeasDif,0.9994500274986251
545,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,100,3,190,0.06323595041668319,37358583,3,173.37588019768398,StationDif,0.9880505974701265
546,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,100,5,150,0.049881840077759226,86863935,3,180.2332839488983,StationDif,0.9811509424528774
547,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,150,1,190,0.10290203976226148,38013181,3,118.94322570562365,StationDif,0.9953502324883756
548,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,150,3,590,0.0,1574193,2,781.7570450941722,SeasDif,0.9987000649967501
549,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,150,5,590,0.0,66523026,2,783.5678283452987,SeasDif,0.9984000799960002
550,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,150,3,90,0.04311023505401257,14534745,3,126.1211189508438,StationDif,0.9756512174391281
551,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,100,1,590,0.2181087539999909,46823956,3,298.8276575644811,StationDif,0.9990000499975001
552,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,100,3,350,0.09063595331356013,51869713,3,317.2084417581558,StationDif,0.9940002999850007
553,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,200,1,590,0.0,54468650,2,661.7797743956248,SeasDif,0.99950002499875
554,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,100,5,330,0.07526334717889863,96951059,3,338.07157528003063,StationDif,0.9913504324783761
555,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,150,5,70,0.03170023759045252,94810599,3,132.3295490225156,StationDif,0.9571021448927554
556,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,200,3,590,0.0,24341571,2,700.3493818481762,SeasDif,0.9990500474976252
557,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,15000,200,5,590,0.0,43599387,2,719.5073950012525,SeasDif,0.9990500474976252
558,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,150,1,230,0.10576633138164802,54364361,3,241.6542060693105,StationDif,0.9957002149892505
559,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,150,3,180,0.06067561166355283,66991399,3,258.0325440009435,StationDif,0.9872006399680016
560,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,20000,100,1,590,0.17135704039845473,8562142,3,483.1248947302501,StationDif,0.9983500824958752
561,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,150,5,270,0.0710795042073828,65096278,3,270.1116455078125,StationDif,0.9906004699765012
562,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,20000,100,3,320,0.0768288915150321,96907563,3,487.43445283571884,StationDif,0.9916504174791261
563,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,200,1,210,0.11158236867892704,22206279,3,153.79136360883712,StationDif,0.9961501924903755
564,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,20000,100,5,530,0.09828134767579692,52852897,3,489.22647216320036,StationDif,0.9949002549872507
565,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,200,3,110,0.049881840077759226,90079520,3,174.7149144609769,StationDif,0.9803509824508775
566,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,5000,200,5,80,0.03482369012524942,28800364,3,181.8545013546944,StationDif,0.96045197740113
567,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,200,1,590,0.0,5730372,2,1027.3630183299383,SeasDif,0.99950002499875
568,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,150,1,590,0.17947054749834254,37991645,3,475.44561306238177,StationDif,0.9985500724963752
569,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,200,3,590,0.0,98728931,2,1067.6863869309425,SeasDif,0.9986000699965002
570,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,150,3,320,0.0854593986845766,11157684,3,520.3870707551638,StationDif,0.9932503374831259
571,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,200,1,330,0.14124800883552305,78664919,3,343.28999075492226,StationDif,0.9976501174941252
572,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,150,5,330,0.07753005282410873,28165049,3,530.0920410593351,StationDif,0.992050397480126
573,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,200,3,210,0.06541575329552339,45667726,3,371.99845335483553,StationDif,0.9885005749712514
574,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,100,1,590,0.0,11629372,1,74.80833679437637,StationDif,0.9992000399980001
575,NW00000000000000BISMARKSTRNV00637,2017-10-16 00:00:00,,20000,200,5,590,0.0,37329256,2,1060.586175751686,SeasDif,0.9983500824958752
576,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,100,3,590,0.0,49551619,1,87.83344283103943,StationDif,0.9991000449977501
577,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,100,5,590,0.0,14213880,1,91.1103244026502,StationDif,0.9992500374981251
578,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,10000,200,5,170,0.05283039973692832,55590510,3,395.45955642064416,StationDif,0.9829508524573771
579,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,20000,150,1,580,0.17947054749834254,99372068,3,632.3771184722582,StationDif,0.9985000749962502
580,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,100,1,590,0.0,76849223,1,154.36486571232481,StationDif,0.9992000399980001
581,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,100,3,590,0.0,74520946,1,174.51989330848062,StationDif,0.9985500724963752
582,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,100,5,590,0.0,25887093,1,175.63725072145462,StationDif,0.9983500824958752
583,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,20000,150,3,360,0.08514478866317274,6472209,3,774.1016275684037,StationDif,0.9932003399830008
584,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,20000,150,5,430,0.08362180118726703,29113859,3,795.3584474643071,StationDif,0.9929503524823758
585,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,150,1,590,0.0,8544849,1,121.54618516365689,StationDif,0.9993500324983751
586,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,150,3,590,0.0,51044066,1,137.95292251904806,StationDif,0.9992500374981251
587,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,100,1,590,0.0,98318404,1,315.4007690588633,StationDif,0.9991000449977501
588,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,200,1,580,0.17393833808147488,34551627,3,660.6146236379941,StationDif,0.9984000799960002
589,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,100,3,590,0.0,90796284,1,335.47168811559675,StationDif,0.9975001249937503
590,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,150,5,590,0.0,4134255,1,139.8109721541405,StationDif,0.9994000299985001
591,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,200,3,260,0.07899128206017063,62257570,3,688.1605940500896,StationDif,0.9921003949802509
592,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,100,5,590,0.0,91375791,1,349.8683034141858,StationDif,0.9977001149942503
593,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,15000,200,5,330,0.07399417626777773,14584678,3,735.4718853632608,StationDif,0.9914504274786261
594,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,20000,100,3,590,0.0,10015029,1,430.1727720181147,StationDif,0.9957502124893756
595,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,200,1,590,0.0,89394969,1,151.88715918064116,StationDif,0.9992000399980001
596,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,150,1,590,0.0,76050859,1,254.36429813305537,StationDif,0.9989500524973751
597,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,20000,100,1,590,0.0,44628088,1,485.7128134091696,StationDif,0.9987000649967501
598,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,200,3,590,0.0,97803756,1,177.45350716114044,StationDif,0.9991500424978751
599,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,150,3,590,0.0,82013289,1,272.3824510574341,StationDif,0.9982500874956253
600,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,150,5,590,0.0,77089172,1,269.5504661043485,StationDif,0.9983000849957502
601,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,20000,100,5,590,0.0,33678503,1,516.8793202916781,StationDif,0.9958502074896255
602,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,5000,200,5,590,0.0,30806733,1,176.1185691475868,StationDif,0.9993500324983751
603,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,150,1,590,0.0,96227933,1,498.07165804704033,StationDif,0.9991500424978751
604,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,150,3,590,0.0,66513040,1,502.65597743988036,StationDif,0.9974501274936253
605,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,200,1,590,0.0,50883118,1,334.3819476882617,StationDif,0.9992000399980001
606,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,5000,100,1,590,0.3330665198765347,74293113,2,31.2017908334732,time_passed,0.9984500774961252
607,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,150,5,590,0.0,65089008,1,521.0842526634534,StationDif,0.9976501174941252
608,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,200,3,590,0.0,73945224,1,369.0006111502647,StationDif,0.9982500874956253
609,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,10000,200,5,590,0.0,38350702,1,388.505469028155,StationDif,0.9984000799960002
610,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,10000,100,1,590,0.3083133401431305,38214957,2,75.75339440902074,time_passed,0.9981000949952502
611,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,5000,100,3,590,0.2883573694148883,82403640,2,90.29540362755456,time_passed,0.9978001099945003
612,NW000000000000000000000NBSNST0928,2017-09-17 00:00:00,,20000,200,5,420,0.082460035982569,48801108,3,1079.0821676890055,StationDif,0.9928003599820009
613,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,5000,100,5,590,0.2496246619843092,81631590,2,95.92072517474493,time_passed,0.9970501474926253
614,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,10000,100,3,590,0.2336780928791493,59703187,2,185.76096874475482,time_passed,0.9965501724913755
615,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,15000,100,1,590,0.31205842518292265,87093966,2,138.84581636190416,time_passed,0.9982000899955003
616,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,10000,100,5,590,0.2275047540439897,47500113,2,183.77345470190048,time_passed,0.9963501824908755
617,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,5000,150,1,590,0.3330665198765347,8063024,2,47.617474055290224,time_passed,0.9984000799960002
618,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,20000,150,1,590,0.0,84052560,1,750.1645069440207,StationDif,0.9985500724963752
619,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,20000,150,5,590,0.0,21824705,1,731.1740664045018,StationDif,0.9962501874906254
620,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,20000,150,3,590,0.0,29904569,1,770.6146218776703,StationDif,0.9965001749912504
621,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,200,1,590,0.0,47910157,1,613.47301851511,StationDif,0.9989500524973751
622,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,5000,150,3,590,0.27701702807228185,78642458,2,135.8549993356069,time_passed,0.9976501174941252
623,NW00000000000BISMARKSTRASSNV01035,2017-09-18 00:00:00,,15000,200,3,590,0.0,77140819,1,636.4043424328169,StationDif,0.9976001199940003
624,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,10000,150,1,590,0.2978365983710409,95414519,2,114.71042422453564,time_passed,0.9980000999950003
625,NW00000000000000BISMARKSTRNV00993,2017-07-22 00:00:00,,5000,150,5,590,0.2622580454621037,37172938,2,137.52620651721955,time_passed,0.9973501324933753
